Lower lip pit	HP:0000196
Acute pancreatic inflammation	None
Esophageal furrows	None
Impaired oral bolus formation	None
Morbus Crohn	None
Granulomatous enteritis and colitis	None
Crohn's disease	None
Liver dysfunction	None
Decreased liver function	None
Liver dysfunction, mild	None
Frequent vomiting	None
Episodic vomiting	None
Esophageal food impaction	None
Anal margin neoplasm	None
Piles	None
Hemorrhoids	None
Haemorrhoids	None
Liver abnormality	None
Abnormal liver	None
Liver disease	None
Abnormality of the liver	None
Diarrhoea	None
Watery stool	None
Diarrhea	None
Elevated serum transaminases during infections	None
Juvenile colonic polyposis	None
Abnormal liver parenchyma morphology	None
Abnormal pancreas size	None
Hepatic steatosis, diffuse	None
Diffuse hepatic steatosis	None
Anal fissure	None
Anal erosion	None
High liver enzymes	None
Subclinical abnormal liver function tests	None
Abnormal liver function tests	None
Elevated transaminases	None
Elevated liver function tests	None
Increased liver enzymes	None
Increased transaminases	None
Elevated serum transaminases	None
Elevated hepatic transaminase	None
Abnormal liver function	None
Increased liver function tests	None
Elevated liver enzymes	None
Abnormal liver enzymes	None
Colonic atresia	None
Atresia of the large intestine	None
Large intestinal atresia	None
Abnormal GI transit time	None
Abnormal gastrointestinal transit time	None
Atretic gallbladder	None
Gallbladder atresia	None
Acute esophageal necrosis	None
Esophageal leukoplakia	None
Esophageal epidermoid metaplasia	None
Abnormality of esophagus physiology	None
Functional abnormality of the esophagus	None
Duodenal arteriovenous malformation	None
Nasogastric tube feeding in infancy	None
Abnormality of digestive system morphology	None
Unusual gastrointestinal infection	None
Unusual GI infection	None
Abnormal stool urobilinogen concentration	None
Encopresis	None
Stool holding	None
Stool soiling	None
Gut duplication	None
Bowel duplication	None
Intestinal duplication	None
Peritoneal effusion	None
Fecal incontinence	None
Bowel incontinence	None
Loss of bowel control	None
Anal incontinence	None
Enteric intraneuronal nuclear inclusion bodies	None
Splenopancreatic fusion	None
Meckel diverticulum	None
Anal fistula	None
Fistula in ano	None
Midgut malrotation	None
Biliary tract obstruction	None
Neoplasm of the small intestine	None
Small intestine tumor	None
Abnormal biliary tract morphology	None
Anomaly of the biliary tract	None
Throwing up	None
Emesis	None
Vomiting	None
Peritoneal abscess	None
Jejunal atresia	None
Pleomorphic cholangitis	None
Abnormal hepatic echogenicity	None
Colorectal polyps	None
Colorectal polyposis	None
Meconium ileus	None
Meconium ileus on ultrasonography	None
Meconium ileus in neonates	None
Distal intestinal obstruction syndrome	None
Omphalocele	None
Omphalocoele	None
Enteroviral hepatitis	None
Enlarged vein in esophagus	None
Esophageal varix	None
Esophageal varices	None
Abnormal liver sonography	None
Fat malabsorption	None
Total colonic aganglionosis	None
Neoplasm of the liver	None
Liver cancer	None
Liver tumor	None
Ileal atresia	None
Focal pancreatic islet hyperplasia	None
Painful swallowing	None
Odynophagia	None
Cystocele	None
Bladder hernia	None
Bladder prolapse	None
Prolapsed bladder	None
Dropped bladder	None
Vomitting blood	None
Hematemesis	None
Bile duct paucity	None
Intrahepatic atresia of biliary duct	None
Intrahepatic biliary atresia	None
Acute hepatic steatosis	None
Acute fatty liver	None
Cystic liver disease	None
Incisional hernia	None
Recurrent abdominal hernia	None
Intestinal lymphoid nodular hyperplasia	None
Abdominal guarding	None
Hypersplenism	None
Abnormal anus position	None
Ectopic anus	None
Anus malposition	None
Brown pigment gallstones	None
Abnormal peristalsis	None
Malrotation of colon	None
Abnormality of mesentery morphology	None
Abnormality of the mesentery	None
Death of digestive organ tissue due to poor blood supply	None
Gastrointestinal infarctions	None
GI infarctions	None
Visceromegaly	None
Recurrent infection of the gastrointestinal tract	None
Gastrointestinal infections	None
Gastrointestinal infections, recurrent	None
Recurrent gastrointestinal infections	None
Recurrent infection of the GI tract	None
Abnormality of the mucous membrane layer of stomach	None
Abnormality of the gastric mucosa	None
Abnormality of the peritoneum	None
Ascites	None
Accumulation of fluid in the abdomen	None
Chronic diarrhea	None
Recurrent diarrhea	None
Diarrhea, recurrent	None
Chronic constipation	None
Infrequent bowel movements	None
Abnormal liver physiology	None
Abnormal hepatic physiology	None
Hepatic cirrhosis	None
Liver cirrhosis	None
Scar tissue replaces healthy tissue in the liver	None
Cirrhosis	None
Gallbladder perforation	None
Gall bladder perforation	None
Chronic calcifying pancreatitis	None
Hypoplasia of the small intestine	None
Underdeveloped small intestine	None
Micronodular cirrhosis	None
Aspartate aminotransferase increased	None
Elevated serum glutamic oxaloacetic transaminase	None
Elevated serum aspartate aminotransferase	None
Elevated serum AST	None
Pancreatic hyperplasia	None
Oesophagus ulceration	None
Esophagus ulcer	None
Esophageal ulceration	None
Anal canal squamous carcinoma	None
Duplication of pancreatic duct	None
Duplicated pancreatic duct	None
Narrowing of esophagus due to inflammation and scar tissue	None
Esophageal stricture	None
Protein avoidance	None
Intestinal malabsorption	None
Malabsorption	None
Rectal perforation	None
Cholestatic liver disease	None
Multiple pancreatic beta-cell adenomas	None
Pancreas divisum	None
Small intestinal hemorrhage	None
Small intestinal bleeding	None
Colonic arteriovenous malformation	None
Unilocular splenic abscess	None
Unifocal splenic abscess	None
Solitary splenic abscess	None
Esophageal carcinoma	None
Enlarged liver and spleen	None
Hepatosplenomegaly	None
Abnormality of the stomach	None
Anal margin Paget's disease	None
Decreased mitochondrial complex III activity in liver tissue	None
Splenic rupture	None
Ruptured spleen	None
Fulminant hepatic failure	None
Fat in feces	None
Steatorrhea	None
Hiatus hernia	None
Stomach hernia	None
Hiatal hernia	None
Fibrotic muscularis propria	None
Abnormal spleen morphology	None
Intrahepatic biliary dysgenesis	None
Gastrointestinal tract tumor	None
Neoplasm of the gastrointestinal tract	None
Gastrointestinal tract neoplasia	None
GI tract tumor	None
Neoplasm of the GI tract	None
Gastrointestinal tract neoplasm	None
Total intestinal aganglionosis	None
Intractable diarrhea	None
Volvulus	None
Primary gastric lymphoma	None
Gastric lymphoma	None
Gastrointestinal arteriovenous malformation	None
GI arteriovenous malformation	None
Pseudobulbar palsy	None
Pseudobulbar syndrome	None
Pseudobulbar paralysis	None
Abdominal discomfort	None
Stomach pain	None
Gastrointestinal pain	None
Pain in stomach	None
Abdominal pain	None
Upset stomach	None
Gastro pain	None
Hypoactive bowel sounds	None
Decreased bowel sounds	None
Pancreatic lymphangiectasis	None
Achlorhydria	None
Biliary dyskinesia	None
Decreased carnitine level in liver	None
Spontaneous esophageal perforation	None
Boerhaave syndrome	None
Spontaneous esophageal rupture	None
Suppurative cholangitis	None
Multiple small spleens	None
Polysplenia	None
Multiple accessory spleens	None
Accessory spleens	None
Eosinophilic micro-abscess formation in the esophagus	None
Eosinophilic microabscess formation in the esophagus	None
Eosinophilic microabscess formation in the oesophagus	None
Duodenal cancer	None
Duodenal adenocarcinoma	None
Jejunoileal diverticula	None
Gastrointestinal hamartomatous polyps	None
Hamartomatous polyps	None
Gastrointestinal hamartoma	None
Hamartomatous polyposis	None
Decreased intestinal transit time	None
Gastrointestinal inflammation	None
GI inflammation	None
Atypical or prolonged hepatitis	None
Atypical or prolonged liver inflammation	None
Recurrent gastroenteritis	None
Abnormal liver morphology	None
Abnormal layering of muscularis propria	None
Segmental additional circular muscle coat	None
Muscularis propria malformation	None
Malnutrition	None
Gastrointestinal stromal tumor	None
GI stroma tumor	None
GIST	None
Gastrointestinal stroma tumor	None
Gastrointestinal stromal tumors	None
Desmoid tumors	None
Acute liver failure	None
Acute hepatic failure	None
Abnormality of the gallbladder	None
Anomaly of the gallbladder	None
Increased hepatic glycogen content	None
Increased liver glycogen content	None
Colitis ulcerosa	None
Ulcerative colitis	None
Neonatal cholestatic liver disease	None
Intestinal edema	None
Rectal bleeding	None
Recurrent rectal bleeding	None
Hematochezia	None
Abnormal large intestinal mucosa morphology	None
Perforation of the colon	None
Colon perforation	None
Inflammation of the peritoneum	None
Peritonitis	None
GI carcinoma	None
Gastrointestinal carcinoma	None
Underdeveloped spleen	None
Hypoplastic spleen	None
Inguinal hernia	None
Congenital hepatic fibrosis	None
Excessive buildup of connective tissue and scarring of liver at birth	None
Periportal fibrosis	None
Large intestinal polyposis	None
Hepatic necrosis	None
Abdominal situs ambiguus	None
Bracket shaped end part of the middle bone of the 2nd toe	None
Bracket epiphysis of the middle phalanx of the 2nd toe	None
Fibular overgrowth	None
Overgrowth of calf bone	None
Osteoarthritis of the elbow	None
Abnormality of the proximal radial epiphysis	None
Cone-shaped epiphyses of the fingers	None
Phalangeal cone-shaped epiphyses	None
Cone-shaped epiphyses of the phalanges of the hand	None
Cone-shaped phalangeal epiphyses	None
Cone-shaped epiphyses of hand	None
Cone-shaped epiphyses of phalanges	None
Coned epiphyses of hands	None
Coned epiphyses	None
Conical phalangeal epiphyses	None
Cone-shaped end part of finger bones	None
Scapular muscle atrophy	None
Curved toe phalanx	None
Curved toe bone	None
Curved phalanges of the toes	None
Absent outermost bone of the 4th toe	None
Absent distal phalanx of the 4th toe	None
Aplasia of the distal phalanx of the 4th toe	None
Enlarged epiphyses of the 3rd finger	None
Enlarged end part of middle finger bone	None
Chess-pawn distal phalanges	None
Chess-pawn shaped outermost bone	None
Laterally deficient tibial plateaux	None
Shoulder muscle aplasia	None
Absent shoulder muscle	None
Prominent innermost hinge joints	None
Prominent proximal interphalangeal joints	None
Sclerosis of the distal phalanx of the 2nd finger	None
Increased bone density in the outermost bone of the index finger	None
Symphalangism affecting the proximal phalanx of the 3rd toe	None
Fused innermost bone of 3rd toe	None
Finger dactylitis	None
Sausage fingers	None
Pseudoepiphyses of the 5th finger	None
Absent end part of the middle bone of the middle finger	None
Absent epiphysis of the middle phalanx of the 3rd finger	None
Absent proximal finger flexion creases	None
Irregular end part of the middle bone of the 2nd toe	None
Irregular epiphysis of the middle phalanx of the 2nd toe	None
Metacarpal osteolysis	None
Metacarpals osteolysis	None
Wide/broad index finger phalanges	None
Broad phalanges of the 2nd finger	None
Wide index finger bones	None
Osteolytic defects of the proximal phalanx of the 5th finger	None
1-4 toe syndactyly	None
Webbed first through fourth toes	None
Duplication of the proximal phalanx of the 2nd finger	None
Partial/complete duplication of the proximal phalanx of the 2nd finger	None
Duplication of the proximal bones of the index finger	None
Camptodactyly of 2nd finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of index finger	None
Camptodactyly of second finger	None
Broad middle phalanx of the 5th toe	None
Broad middle bone of the pinky toe	None
Broad middle bone of the pinkie toe	None
Broad middle bone of the little toe	None
Flexion contracture of finger	None
Flexion deformity of finger	None
Fragmentation of the epiphysis of the middle phalanx of the 3rd toe	None
Fragmentation of the end part of the middle bone of the 3rd toe	None
Duplication of the distal phalanx of the third toe	None
Partial/complete duplication of the distal phalanx of the 3rd toe	None
Duplication of the outermost bone of the 3rd toe	None
Duplication of the distal phalanx of the 3rd toe	None
Front half of foot turns inward	None
Intoe	None
Metatarsus adductovarsus	None
Forefoot varus	None
Metatarsus varus	None
Metatarsus adductus	None
Irregular epiphysis of the distal phalanx of the 4th finger	None
Irregular end part of the outermost bone of the ring finger	None
Triangular shaped innermost pinky finger bone	None
Triangular shaped proximal phalanx of the 5th finger	None
Triangular shaped innermost little finger bone	None
Triangular shaped innermost pinkie finger bone	None
Mesomelic/rhizomelic limb shortening	None
Hypoplasia/agenesis of distal phalanges of toes	None
Absent/small outermost bones of toe	None
Absent/underdeveloped outermost bones of toe	None
Absent/hypoplastic terminal phalanges of toes	None
Aplasia/Hypoplasia of the distal phalanges of the toes	None
Duplicated calf bone	None
Fibular duplication	None
Abnormality of the end part of the 3rd toe bone	None
Abnormality of the epiphyses of the 3rd toe	None
Hypoplastic distal radial epiphyses	None
Thin metatarsal cortices	None
Fibular deviation of the 3rd toe	None
Abnormality of the end part of the foot bone	None
Abnormality of the epiphyses of the feet	None
Thickened Achilles tendon	None
Abnormal meniscus morphology	None
Absent thumbs	None
Thumb aplasia	None
Aplasia of the thumb	None
Absent thumb	None
Stippled calcification in carpal bones	None
Punctate calcifications of carpals	None
Enlarged end part of the innermost bone of the 4th toe	None
Enlarged epiphysis of the proximal phalanx of the 4th toe	None
Abnormality of the end part of the innermost bone of the 2nd toe	None
Abnormality of the epiphysis of the proximal phalanx of the 2nd toe	None
Absent/underdeveloped middle bone of the middle finger	None
Aplasia/Hypoplasia of the middle phalanx of the 3rd finger	None
Absent/small middle bone of the middle finger	None
Triangular shaped middle phalanges of the hand	None
Triangular shaped middle finger bones of the hand	None
Contractures of the ankles	None
Ankle flexion contracture	None
Ankle contracture	None
Ankle contractures	None
Increased laxity of ankles	None
Abnormality of the 4th toe	None
Absent end part of the middle bone of the pinky toe	None
Absent end part of the middle bone of the little toe	None
Absent end part of the middle bone of the pinkie toe	None
Absent epiphysis of the middle phalanx of the 5th toe	None
Tarsal osteovalgus	None
Abnormality of the thighbone	None
Abnormality of femur morphology	None
Abnormality of the femora	None
Aplasia/Hypoplasia of the proximal phalanges of the toes	None
Absent/small innermost toe bones	None
Absent/underdeveloped innermost toe bones	None
Aplasia/hypoplasia of proximal toe phalanx	None
Bullet-shaped outermost pinky finger bone	None
Bullet-shaped distal phalanx of the 5th finger	None
Bullet-shaped outermost pinkie finger bone	None
Bullet-shaped outermost little finger bone	None
Bracket shaped end part of the innermost bone of the pinky toe	None
Bracket shaped end part of the innermost bone of the pinkie toe	None
Bracket shaped end part of the innermost bone of the little toe	None
Bracket epiphysis of the proximal phalanx of the 5th toe	None
Lytic defects of middle finger phalanges	None
Osteolytic defects of the phalanges of the 3rd finger	None
Notched outermost bone of the thumb	None
Bifid distal phalanx of thumb	None
Incipient distal thumb phalanx duplication	None
Notched terminal thumb phalanx	None
Bifid distal phalanx of the thumb	None
Bifid terminal phalanges of thumbs	None
Leg muscle stiffness	None
Cone-shaped end part of the outermost bone of the 2nd toe	None
Cone-shaped epiphysis of the distal phalanx of the 2nd toe	None
Bracket epiphysis of the distal phalanx of the 4th finger	None
Bracket shaped end part of the outermost bone of the ring finger	None
Complete duplication of the middle phalanx of the 2nd finger	None
Complete duplication of the middle bone of the index finger	None
