Abnormality of body height	HP:0000002
Left ventricular hypertrophy	HP:0001712
Left ventricular wall hypertrophy	HP:0001712
Heart left ventricle hypertrophy	HP:0001712
Abnormal cardiac ventricle morphology	HP:0001713
Abnormality of cardiac ventricle	HP:0001713
Ventricular hypertrophy	HP:0001714
Wolff-Parkinson-White syndrome	HP:0001716
Coronary artery calcification	HP:0001717
Mitral valve stenosis	HP:0001718
Mitral stenosis	HP:0001718
Double outlet right ventricle	HP:0001719
Double-outlet right ventricle	HP:0001719
DORV	HP:0001719
High-output congestive heart failure	HP:0001722
Restrictive cardiomyopathy	HP:0001723
Thromboembolic stroke	HP:0001727
Progressive hearing loss	HP:0001730
Progressive hearing impairment	HP:0001730
Abnormality of the pancreas	HP:0001732
Pancreatic disease	HP:0001732
Pancreatitis	HP:0001733
Pancreatic inflammation	HP:0001733
Annular pancreas	HP:0001734
Acute pancreatitis	HP:0001735
Pancreatitis, acute	HP:0001735
Acute pancreatic inflammation	HP:0001735
Multiple pancreatic cysts	HP:0001737
Pancreatic cysts	HP:0001737
Pancreatic cyst	HP:0001737
Pancreatic insufficiency	HP:0001738
Exocrine pancreatic insufficiency	HP:0001738
Inability to properly digest food due to lack of pancreatic digestive enzymes	HP:0001738
Abnormality of the nasopharynx	HP:0001739
Phimosis	HP:0001741
Nasal blockage	HP:0001742
Blockage of nose	HP:0001742
Nasal congestion	HP:0001742
Congestion of nose	HP:0001742
Stuffy nose	HP:0001742
Obstruction of nose	HP:0001742
Nasal obstruction	HP:0001742
Abnormality of the spleen	HP:0001743
Increased spleen size	HP:0001744
Splenomegaly	HP:0001744
Asplenia	HP:0001746
Absent spleen	HP:0001746
Accessory spleen	HP:0001747
Multiple accessory spleens	HP:0001748
Accessory spleens	HP:0001748
Multiple small spleens	HP:0001748
Polysplenia	HP:0001748
Single ventricle	HP:0001750
Common ventricle	HP:0001750
Interictal vestibular dysfunction	HP:0001751
Vestibular function defect	HP:0001751
Vestibular dysfunction	HP:0001751
Impaired vestibular function	HP:0001751
Vestibular hypofunction	HP:0001756
High-frequency sensorineural hearing impairment	HP:0001757
High-tone sensorineural hearing impairment	HP:0001757
High-tone sensorineural deafness	HP:0001757
High frequency sensorineural hearing impairment	HP:0001757
Foot deformity	HP:0001760
Abnormality of the foot	HP:0001760
Abnormal feet morphology	HP:0001760
Abnormality of the feet	HP:0001760
Foot deformities	HP:0001760
Pes cavus	HP:0001761
High-arched foot	HP:0001761
Pes equinus	HP:0001762
Talipes equinovarus	HP:0001762
Clubfoot	HP:0001762
Club foot	HP:0001762
Clubfeet	HP:0001762
Foot, talipes equinovarus	HP:0001762
Equinovarus	HP:0001762
Club feet	HP:0001762
Pes equinovarus	HP:0001762
Talipes varus	HP:0001762
Fallen arches	HP:0001763
Dropped arches	HP:0001763
Flat foot	HP:0001763
Flat feet	HP:0001763
Pes planus	HP:0001763
Hammertoes	HP:0001765
Hammer toe	HP:0001765
Hammertoe	HP:0001765
Broad foot	HP:0001769
Broad feet	HP:0001769
Wide foot	HP:0001769
Syndactyly of toes	HP:0001770
Syndactyly of feet	HP:0001770
Toe syndactyly	HP:0001770
Webbed toes	HP:0001770
Foot syndactyly	HP:0001770
Fused toes	HP:0001770
Contractures of the Achilles tendon	HP:0001771
Tight achilles tendon	HP:0001771
Achilles tendon contracture	HP:0001771
Shortening of the achilles tendon	HP:0001771
Achilles tendon contractures	HP:0001771
Talipes equinovalgus	HP:0001772
Equinovalgus deformity	HP:0001772
Hypoplastic feet	HP:0001773
Small feet	HP:0001773
Short feet	HP:0001773
Short foot	HP:0001773
Tarsal osteovalgus	HP:0001775
Bilateral talipes equinovarus	HP:0001776
Bilateral clubfeet	HP:0001776
Club foot on both sides	HP:0001776
Bilateral clubfoot	HP:0001776
Abnormalities of the toes	HP:0001780
Abnormality of toe	HP:0001780
Bulbous tips of toes	HP:0001782
Broad metatarsal	HP:0001783
Widened metatarsal shaft	HP:0001783
Wide long bone of foot	HP:0001783
Broad metatarsals	HP:0001783
Ankle swelling	HP:0001785
Narrow foot	HP:0001786
Slender feet	HP:0001786
Abnormal delivery	HP:0001787
Delivery complication	HP:0001787
Premature rupture of membranes	HP:0001788
Hydrops fetalis	HP:0001789
Nonimmune hydrops	HP:0001790
Hydrops fetalis, nonimmune	HP:0001790
Non-immune fetal hydrops	HP:0001790
Nonimmune hydrops fetalis	HP:0001790
Hydrops fetalis, non-immune	HP:0001790
Fetal ascites	HP:0001791
Nail hypoplasia	HP:0001792
Small nails	HP:0001792
Hypoplastic nails	HP:0001792
Small nail	HP:0001792
Hypoplastic nail	HP:0001792
Increased nail curvature	HP:0001795
Nail overcurvature	HP:0001795
Hyperconvex nail	HP:0001795
Absent nails	HP:0001798
Anonychia	HP:0001798
Aplastic nails	HP:0001798
Short nail	HP:0001799
Short nails	HP:0001799
Hypoplastic toenails	HP:0001800
Underdeveloped toenails	HP:0001800
Anonychia of toenails	HP:0001802
Absent toenails	HP:0001802
Absent toenails (anonychia)	HP:0001802
Absent toenail	HP:0001802
Nail pitting	HP:0001803
Nail pits	HP:0001803
Pitted nails	HP:0001803
Small fingernail	HP:0001804
Hypoplastic fingernail	HP:0001804
Underdeveloped fingernail	HP:0001804
Thickened nails	HP:0001805
Dystrophic thickened nails	HP:0001805
Onychogryposis	HP:0001805
Thick nail	HP:0001805
Onycholysis	HP:0001806
Oncholysis	HP:0001806
Detachment of nail	HP:0001806
Nail ridging	HP:0001807
Ridged nails	HP:0001807
Grooved nails	HP:0001807
Ridged nail	HP:0001807
Longitudinal ridging	HP:0001807
Brittle nails	HP:0001808
Fragile nails	HP:0001808
Longitudinal splitting of nail	HP:0001809
Split nail	HP:0001809
Dystrophic toenail	HP:0001810
Poor toenail formation	HP:0001810
Dystrophic toenails	HP:0001810
Dystrophic toenail changes	HP:0001810
Tubular fingernails	HP:0001812
Hyperconvex fingernails	HP:0001812
Deep-set nails	HP:0001814
Thin nail	HP:0001816
Thin nails	HP:0001816
Anonychia of fingernails	HP:0001817
Aplasia of the fingernail	HP:0001817
Absent fingernail	HP:0001817
Paronychia	HP:0001818
Leukonychia	HP:0001820
White discoloration of nails	HP:0001820
Broad fingernails	HP:0001821
Broad nail	HP:0001821
Wide fingernails	HP:0001821
Hallux valgus	HP:0001822
Bunion	HP:0001822
Lateral deviation of great toe	HP:0001822
Lateral deviation of halluces	HP:0001822
Weight loss	HP:0001824
Genital tract atresia	HP:0001827
Duplication of bones of the toes	HP:0001829
Polydactyly of feet	HP:0001829
Polydactyly of the foot	HP:0001829
Foot polydactyly	HP:0001829
Polydactyly affecting the 5th toe	HP:0001830
Fibular polydactyly	HP:0001830
Postaxial polydactyly of feet	HP:0001830
Extra toe attached near the little toe	HP:0001830
Postaxial polydactyly of foot	HP:0001830
Postaxial foot polydactyly	HP:0001830
Posterior polydactyly of foot	HP:0001830
Hypoplasia of the toe	HP:0001831
Brachydactyly of the foot	HP:0001831
Short toes	HP:0001831
Hypoplastic toes	HP:0001831
Short foot phalanges	HP:0001831
Stubby toes	HP:0001831
Short toe	HP:0001831
Abnormality of the long bone of foot	HP:0001832
Abnormal metatarsal morphology	HP:0001832
long feet	HP:0001833
Disproportionately large feet	HP:0001833
Long foot	HP:0001833
large feet	HP:0001833
Camptodactyly of feet	HP:0001836
Camptodactyly of toe	HP:0001836
Broad toe	HP:0001837
Wide toe	HP:0001837
Congenital vertical talus	HP:0001838
Rocker bottom feet	HP:0001838
Rocker-bottom feet	HP:0001838
Rockerbottom feet	HP:0001838
Rocker bottom foot	HP:0001838
Foot ectrodactyly	HP:0001839
Split foot	HP:0001839
Split-foot	HP:0001839
Lobster-claw foot deformity	HP:0001839
Metatarsus adductus	HP:0001840
Forefoot varus	HP:0001840
Front half of foot turns inward	HP:0001840
Intoe	HP:0001840
Metatarsus adductovarsus	HP:0001840
Metatarsus varus	HP:0001840
Preaxial polydactyly of the feet	HP:0001841
Preaxial hallucal polydactyly	HP:0001841
Partial/complete duplication of the phalanges of the big toe	HP:0001841
Preaxial polydactyly of foot	HP:0001841
Preaxial polydactyly, feet	HP:0001841
Preaxial polydactyly of feet	HP:0001841
Preaxial foot polydactyly	HP:0001841
Polydactyly affecting the hallux	HP:0001841
Foot acroosteolysis	HP:0001842
Acroosteolysis of feet	HP:0001842
Abnormality of the big toe	HP:0001844
Abnormality of the hallux	HP:0001844
Abnormalities of the hallux	HP:0001844
Crossover toe	HP:0001845
Overlapping toe	HP:0001845
Overriding toes	HP:0001845
Overlapping toes	HP:0001845
Long halluces	HP:0001847
Long big toe	HP:0001847
Increased length of the hallux	HP:0001847
Large halluces	HP:0001847
Long hallux	HP:0001847
Calcaneovalgus Foot	HP:0001848
Calcaneovalgus	HP:0001848
Foot and ankle bend up toward shin of leg	HP:0001848
Valgus position of the calcaneus	HP:0001848
Calcaneovalgus deformity	HP:0001848
Foot oligodactyly	HP:0001849
Oligodactyly of feet	HP:0001849
Missing toes	HP:0001849
Abnormal tarsals	HP:0001850
Abnormal ankle bones	HP:0001850
Abnormality of the tarsal bones	HP:0001850
Gap between 1st and 2nd toes	HP:0001852
Increased space between first and second toes	HP:0001852
Wide space between 1st, 2nd toes	HP:0001852
Widened gap 1st-2nd toes	HP:0001852
Widened gap first and second toe	HP:0001852
Gap between first and second toe	HP:0001852
Sandal gap	HP:0001852
Sandal gap between first and second toes	HP:0001852
Wide space between first and second toes	HP:0001852
Widely spaced first and second toes	HP:0001852
Widely spaced 1st-2nd toes	HP:0001852
Space between great toe and second toe	HP:0001852
Wide-spaced big toe	HP:0001852
Bifid distal phalanges of toes	HP:0001853
Bifid terminal phalanx of toe	HP:0001853
Bifid distal phalanx of toe	HP:0001853
Notched outermost bones of toes	HP:0001853
Podagra	HP:0001854
Gout of big toe	HP:0001854
Short distal phalanx of toe	HP:0001857
Short outermost bone of toe	HP:0001857
Hypoplastic distal phalanges of feet	HP:0001857
Distal foot symphalangism	HP:0001859
Toe curvature	HP:0001863
Toe clinodactyly	HP:0001863
Clinodactyly of feet	HP:0001863
Curvature of the pinkie toe	HP:0001864
Clinodactyly of the 5th toe	HP:0001864
Curvature of the pinky toe	HP:0001864
Curvature of the little toe	HP:0001864
Autoamputation of foot	HP:0001868
Deep plantar creases	HP:0001869
Deep wrinkles in soles of feet	HP:0001869
Acroosteolysis of distal phalanges (feet)	HP:0001870
Acroosteolysis of distal phalanges of feet	HP:0001870
Abnormality of blood and blood-forming tissues	HP:0001871
Abnormality of the hematopoietic system	HP:0001871
Hematological abnormality	HP:0001871
Hematologic disease	HP:0001871
Abnormality of the haematopoietic system	HP:0001871
Thrombasthenia	HP:0001872
Abnormal thrombocyte morphology	HP:0001872
Platelet abnormalities	HP:0001872
Blood platelet disease	HP:0001872
Thrombocytopenia	HP:0001873
Low platelet count	HP:0001873
Abnormality of polymorphonuclear neutrophils	HP:0001874
Abnormality of neutrophils	HP:0001874
Low neutrophil count	HP:0001875
Low blood neutrophil count	HP:0001875
Peripheral neutropenia	HP:0001875
Neutropenia	HP:0001875
Low blood cell count	HP:0001876
Pancytopenia	HP:0001876
Abnormality of erythrocytes	HP:0001877
Abnormality of red blood cells	HP:0001877
Abnormal erythrocyte morphology	HP:0001877
Abnormality of erythroid lineage cell	HP:0001877
Increased hemolysis	HP:0001878
Hemolytic anemia	HP:0001878
Haemolytic anaemia	HP:0001878
Abnormal eosinophil morphology	HP:0001879
Abnormality of eosinophils	HP:0001879
Eosinophilia	HP:0001880
High blood eosinophil count	HP:0001880
Abnormality of leukocytes	HP:0001881
Abnormal leukocyte function	HP:0001881
Abnormal leukocyte morphology	HP:0001881
Leukopenia	HP:0001882
Low white blood cell count	HP:0001882
Decreased blood leukocyte number	HP:0001882
Talipes	HP:0001883
Talipes foot deformities	HP:0001883
Talipes calcaneovalgus	HP:0001884
Pes calcaneovarus	HP:0001884
Short 2nd toe	HP:0001885
Short second toe	HP:0001885
Foot osteomyelitis	HP:0001886
Foot bone infection	HP:0001886
Absolute lymphocyte count decrease	HP:0001888
Decreased blood lymphocyte number	HP:0001888
Lymphocytopenia	HP:0001888
Lymphopenia	HP:0001888
Low lymphocyte number	HP:0001888
Megaloblastic anemia	HP:0001889
Autoimmune hemolytic anemia	HP:0001890
Autoimmune haemolytic anaemia	HP:0001890
Hemolytic anemia, autoimmune	HP:0001890
Ferropenic	HP:0001891
Iron deficiency anemia	HP:0001891
Iron-deficiency anemia	HP:0001891
Abnormal bleeding	HP:0001892
Bleeding tendency	HP:0001892
Hemorrhagic diathesis	HP:0001892
Bleeding diathesis	HP:0001892
Increased number of platelets in blood	HP:0001894
Thrombocythaemia	HP:0001894
Increased platelet count	HP:0001894
Thrombocythemia	HP:0001894
Thrombocytosis	HP:0001894
Normochromic anemia	HP:0001895
Reticulocytopenia	HP:0001896
Normocytic anemia	HP:0001897
Increased red blood cell mass	HP:0001898
Increased RBC mass	HP:0001898
Increased Hct	HP:0001899
Increased hematocrit	HP:0001899
Increased Hb	HP:0001900
Increased hemoglobin	HP:0001900
Polyglobulia	HP:0001901
Polycythemia	HP:0001901
Increased red blood cells	HP:0001901
Erythrocytosis	HP:0001901
Abnormally shaped erythrocytes	HP:0001901
Giant platelets	HP:0001902
Low number of red blood cells or hemoglobin	HP:0001903
Decreased hemoglobin	HP:0001903
Anaemia	HP:0001903
Anemia	HP:0001903
Autoimmune neutropenia	HP:0001904
Neutropenia in presence of anti-neutropil antibodies	HP:0001904
Congenital thrombocytopenia	HP:0001905
thrombocytopenia, congenital	HP:0001905
Thromboembolic events	HP:0001907
Thromboembolism	HP:0001907
Blood clot in blood vessel	HP:0001907
Embolism and thrombosis	HP:0001907
Thromboembolic disease	HP:0001907
Hypoplastic anemia	HP:0001908
Blood cancer	HP:0001909
Leukemia	HP:0001909
Abnormal granulocyte morphology	HP:0001911
Abnormality of granulocytes	HP:0001911
Abnormality of neutrophil	HP:0001911
Abnormal basophil morphology	HP:0001912
Abnormality of basophils	HP:0001912
Granulocytopenia	HP:0001913
Aplastic anemia	HP:0001915
Renal amyloidosis	HP:0001917
Acute renal failure	HP:0001919
Acute kidney failure	HP:0001919
Acute kidney injury	HP:0001919
Renal artery stenosis	HP:0001920
Narrowing of kidney artery	HP:0001920
Vacuolated lymphocytes	HP:0001922
Enlarged lysosomal vacuoles in lymphocytes	HP:0001922
Vacuolated blood lymphocytes	HP:0001922
Increased number of immature red blood cells	HP:0001923
Reticulocytosis	HP:0001923
Increased immature red blood cells	HP:0001923
Increased reticulocytes	HP:0001923
Increased reticulocyte count	HP:0001923
Hypersideremic anemia	HP:0001924
Sideroblastic anemia	HP:0001924
Red cell acanthocytosis	HP:0001927
Acanthocytes	HP:0001927
Acanthocytosis	HP:0001927
Blood coagulation disorder	HP:0001928
Haemorrhagic disorders	HP:0001928
Abnormal blood coagulation studies	HP:0001928
Abnormal blood clotting	HP:0001928
Coagulation abnormalities	HP:0001928
Abnormality of coagulation	HP:0001928
Coagulation abnormality	HP:0001928
Low factor XI activity	HP:0001929
Reduced factor XI activity	HP:0001929
Factor XI deficiency	HP:0001929
Nonspherocytic hemolytic anemia	HP:0001930
Hypochromic anemia	HP:0001931
Hypochromic anaemia	HP:0001931
Subcutaneous hemorrhage	HP:0001933
Bleeding below the skin	HP:0001933
Prolonged bleeding after minor trauma	HP:0001934
Frequent bleeding with trauma	HP:0001934
Excessive bleeding after minor trauma	HP:0001934
Persistent bleeding after trauma	HP:0001934
Microcytic anemia	HP:0001935
Microangiopathic hemolytic anemia	HP:0001937
Laboratory abnormality	HP:0001939
Metabolism abnormality	HP:0001939
Abnormality of metabolism/homeostasis	HP:0001939
Acidosis	HP:0001941
Metabolic acidosis	HP:0001942
Hypoglycemia	HP:0001943
Low blood sugar	HP:0001943
Hypoglycaemia	HP:0001943
Dehydration	HP:0001944
Hyperthermia	HP:0001945
Pyrexia	HP:0001945
Fever	HP:0001945
Hyperketosis	HP:0001946
High levels of ketone bodies	HP:0001946
Ketosis	HP:0001946
Accumulation of acid in body due to kidney problem	HP:0001947
Renal tubular acidosis	HP:0001947
Alkalosis	HP:0001948
Hypokalemic alkalosis	HP:0001949
Respiratory alkalosis	HP:0001950
Episodic ammonia intoxication	HP:0001951
Glucose intolerance	HP:0001952
Abnormal glucose tolerance	HP:0001952
Diabetic ketoacidosis	HP:0001953
Diabetic ketosis	HP:0001953
Episodic fever	HP:0001954
Intermittent fever	HP:0001954
Increased body temperature, episodic	HP:0001954
Recurrent fever	HP:0001954
Hyperthermia, episodic	HP:0001954
Unexplained fevers	HP:0001955
Truncal obesity	HP:0001956
Centripetal obesity	HP:0001956
Nonketotic hypoglycemia	HP:0001958
Extreme thirst	HP:0001959
Polydipsia	HP:0001959
Hypokalemic metabolic alkalosis	HP:0001960
Underdeveloped heart	HP:0001961
Hypoplastic heart	HP:0001961
Small heart	HP:0001961
Skipped heart beat	HP:0001962
Missed heart beat	HP:0001962
Heart palpitations	HP:0001962
Palpitations	HP:0001962
Abnormal speech discrimination	HP:0001963
Poor speech discrimination	HP:0001963
Absent/hypoplastic metacarpals	HP:0001964
Absent/hypoplastic metatarsals	HP:0001964
Aplastic/hypoplastic metatarsals	HP:0001964
Aplasia/Hypoplasia of metatarsal bones	HP:0001964
Absent/small long bone of foot	HP:0001964
Absent/underdeveloped long bone of foot	HP:0001964
Absent or hypoplastic metatarsal	HP:0001964
Anomaly of scalp	HP:0001965
Abnormality of the scalp	HP:0001965
Mesangial abnormality	HP:0001966
Diffuse mesangial sclerosis	HP:0001967
Diffuse mesangial sclerosis glomerulopathy	HP:0001967
Mesangial sclerosis	HP:0001967
Tubulointerstitial abnormality	HP:0001969
Tubulointerstitial nephropathy	HP:0001969
