Abnormality of body height	HP:0000002
Binge and purge	None
Asymmetric ventricles	None
Pheochromocytoma, adrenal	None
Adrenal pheochromocytoma	None
Pheochromocytomas, adrenal	None
Focal polymicrogyria	None
Facial-lingual fasciculations	None
Abnormality of the eighth cranial nerve	None
Abnormality of the VIIIth cranial nerve	None
Abnormality of the vestibulocochlear nerve	None
Ocular dyssynergia	None
Abnormality of the enteric ganglia	None
Abnormality of enteric ganglion morphology	None
Neurological speech impairment	None
Speech impairment	None
Speech impediment	None
Speech disorder	None
Neuritis	None
Dysplasia of corpus callosum	None
Dysplastic corpus callosum	None
Dysgenesis of corpus callosum	None
Distal sensory impairment of all modalities	None
Distal sensory loss to all modalities	None
EEG with generalized sharp slow waves	None
Hypoplastic or absent corpus callosum	None
Complete or partial absence of the corpus callosum	None
Agenesis/hypoplastic corpus callosum	None
Hypoplasia or absence of the corpus callosum	None
Absent/hypoplastic corpus callosum	None
Aplasia/Hypoplasia of the corpus callosum	None
Inflexible adherence to routines or rituals	None
Periventricular ribbonlike heterotopia	None
Progressive gait ataxia	None
Gait ataxia, progressive	None
Olfactory bulb aplasia	None
Aplastic olfactory bulb	None
Aplasia of the olfactory bulb	None
Abnormality of the pituitary gland	None
disorder of pituitary gland	None
Peripheral amyelination	None
Exencephaly	None
Abnormality of forebrain morphology	None
Abnormality of the forebrain	None
Abnormal shape of forebrain	None
Cerebellopontine angle arachnoid cyst	None
Hypoplastic brain stem	None
Small brainstem	None
Underdeveloped brainstem	None
Hypoplastic brainstem	None
Hypoplasia of the brainstem	None
Brainstem hypoplasia	None
Fewer or absent grooves in brain	None
Lissencephaly	None
Focal cortical dysplasia type II	None
Fragmentary myoclonus	None
Erratic myoclonus	None
Myelocystocele	None
Abnormality of the glial cells	None
Suicidal ideation	None
Imbalanced walk	None
Abnormality of balance	None
Gait imbalance	None
Abnormality of equilibrium	None
Motor neuron atrophy	None
Motor neuron degeneration	None
Multifocal seizures	None
Multifocal onset seizures	None
Spasticity of facial muscles	None
Spasticity of the facial muscles	None
Increased stiffness of facial muscles	None
Increased tone of facial muscles	None
Nodular subcortical heterotopia in peritrigonal regions	None
Dysgyria	None
Encephalopathy	None
Cerebral berry aneurysm	None
Cerebral saccular aneurysm	None
Cerebral gliosis	None
Gliosis	None
Excess astrocytes in brain	None
Persistent repetition of actions	None
Cerebellar malformation	None
Olivopontocerebellar hypoplasia	None
Onychotillomania	None
Jaw dystonia induced by speaking	None
Orofacial action-specific dystonia induced by speech	None
Cranial nerve motor loss	None
Brachial plexus neuropathy	None
Reduction of oligodendroglia	None
Frontal polymicrogyria	None
Polymicrogyria, anterior to posterior gradient	None
Facial myokymia	None
Involuntary facial quivering	None
Involuntary facial contraction	None
Focal cortical dysplasia type III	None
Pituitary thyrotropic cell adenoma	None
Pituitary thyrotropinoma	None
Dystonic gait	None
Absence seizure	None
Absence seizures	None
Petit mal seizures	None
Brief seizures with staring spells	None
Petit mal seizure	None
Epidural arachnoid cysts of the spinal canal	None
Spinalarachnoid cyst	None
Frequent temper tantrums	None
Brainstem glioma	None
Meningioma	None
Noncancerous growth of membranes covering brain	None
Epidural haematoma	None
Epidural hemorrhage	None
Extradural hematoma	None
Epidural hematoma	None
Extradural haematoma	None
Abnormal posturing	None
EEG with hyperventilation-induced focal epileptiform discharges	None
Breathy speech	None
Nasal, dysarthic speech	None
Acromegalic growth	None
Growth hormone excess	None
Acral hypertrophy	None
Somatotropin excess	None
Acromegaly	None
Cerebral vasculitis	None
Enhancement of the C-reflex	None
Abnormality of the cerebral cortex	None
Segmental myoclonic seizures	None
Agoraphobia	None
Fear of open spaces	None
Partial hyposmia	None
Abnormal neural tube morphology	None
Abnormal size of pituitary gland	None
Symptomatic seizures	None
Absent cremasteric reflex	None
Absent cremaster reflex	None
Myoclonic spasms	None
Eyelid myoclonias	None
Tortuous cerebral arteries	None
Twisted cerebral arteries	None
Low self esteem	None
Mixed demyelinating and axonal polyneuropathy	None
Polymicrogyria	None
More grooves in brain	None
Rosette-forming glioneuronal tumour	None
Rosette-forming glioneuronal tumor of the fourth ventricle	None
Rosette-forming glioneuronal tumor	None
Rosette-forming glioneuronal neoplasm	None
EEG with temporal focal spike waves	None
Delayed walking	None
Delayed ability to walk	None
Increased cerebral lipofuscin	None
Abnormal temper tantrums	None
Illusory auras	None
Generalized tonic-clonic seizures on awakening	None
Morning generalized tonic-clonic seizures	None
Loss of ability to walk in first decade	None
Absent pyramidal tract	None
Aplasia of the pyramidal tract	None
Involuntary writhing movements in fingers, hands, toes, and feet	None
Athetoid movements	None
Athetosis	None
Involuntary writhing movements	None
Interhemispheric cyst	None
Cavitation of the basal ganglia	None
Loss of ability to walk in early childhood	None
Frontoparietal cortical dysplasia	None
Grade III preterm intraventricular hemorrhage	None
Pineal parenchymal cell neoplasm	None
Decreased number of peripheral myelinated nerve fibers	None
Loss of myelinated fibers	None
Decreased number of large and small myelinated fibers	None
Cyst of the central nervous system	None
CNS cyst	None
Central nervous system cyst	None
Tremors	None
Tremor	None
Focal autonomic seizures	None
Focal autonomic seizure	None
No social interaction	None
Abnormal brain FDG positron emission tomography	None
Abnormal brain FDG PET scan	None
Inability to move vocal cords	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Epilepsia partialis continua	None
Progressive psychomotor deterioration	None
Progressive mental and motor deterioration	None
EEG: localised low amplitude activity	None
EEG with localized low amplitude activity	None
Alpha-EEG	None
Abnormality of the sixth cranial nerve	None
Pituitary hypothyroidism	None
Secondary hypothyroidism	None
Thyroid stimulating hormone deficiency	None
Thyrotropin deficiency	None
TSH deficient hypothyroidism	None
Low thyroid gland function due to abnormal pituitary gland	None
Response to drugs acting on neuromuscular transmission	None
Pituitary gland cyst	None
Cyst of the pituitary gland	None
Palmar grasp reflex	None
Grasp reflex	None
Dorsal column degeneration	None
Abnormal motor evoked potentials	None
Abnormality of the spinocerebellar tracts	None
Severe demyelination of the white matter	None
Abnormality of the seventh cranial nerve	None
Abnormality of the facial nerve	None
Abnormal motor nerve conduction velocity	None
Partial tonic seizures	None
Local tonic seizures	None
Focal tonic seizures	None
Leukoaraiosis	None
Cortical white matter abnormalities seen on MRI	None
Cerebral white matter abnormalities	None
Abnormality of subcortical white matter	None
White matter abnormalities	None
Abnormality of the cerebral white matter	None
White matter alterations	None
Terminal tremor	None
Cerebellar tremor	None
Intention tremor	None
Delayed social development	None
Partial autonomic seizures without altered responsiveness	None
Focal autonomic seizures without altered responsiveness	None
Localized autonomic seizures without altered responsiveness	None
Delayed fine motor development	None
Asynergia	None
Low voltage EEG	None
Abnormal meningeal morphology	None
Abnormality of the meninges	None
Psychosis	None
Episodic paralysis	None
Periodic paralysis	None
Developmental stagnation at onset of seizures	None
EEG with generalized spikes	None
Abnormality of lateral ventricle	None
Sleep seizures	None
Nocturnal seizures	None
Gliosis in the basal ganglia	None
Basal ganglia gliosis	None
Hyperkalemic periodic paralysis	None
Periodic hyperkalemic paralysis	None
Abnormality of the internal capsule	None
EEG with multifocal slow activity	None
Entrapment neuropathy of suprascapular nerve	None
Suprascapular nerve entrapment	None
Craniofacial dystonia	None
Abnormal craniofacial muscle tone	None
Abnormal facial muscle tone	None
Facial Dystonia	None
Abnormal craniofacial posture	None
Distorted craniofacial posture	None
Abnormality of the myencephalon	None
Abnormality of the medulla oblongata	None
Gait instability	None
Unsteady gait	None
Unsteady walk	None
Muscle fiber inclusion bodies	None
Hypertrophy of the tongue	None
Large tongue	None
Macroglossia	None
Glossal hypertrophy	None
Tongue hypertrophy	None
Hyperplasia of the tongue	None
Abnormally large tongue	None
Increased size of tongue	None
Lingual hyperplasia	None
Lingual hypertrophy	None
Muscle weakness, shoulder-girdle	None
Shoulder weakness	None
Shoulder girdle weakness	None
Weak shoulder muscles	None
Shoulder girdle muscle weakness	None
Flexion contracture of finger	None
Flexion deformity of finger	None
Underdeveloped calf muscles	None
Hypoplastic calf muscles	None
Calf muscle hypoplasia	None
Progressive spasticity	None
Spasticity, progressive	None
Camptodactyly of the third finger	None
Contracture of the proximal interphalangeal joint of the 3rd finger	None
Camptodactyly of the 3rd finger	None
Abnormality of mentalis muscle	None
Joint contractures of the thumb	None
Flexion contracture of thumb	None
Contracture of thumb	None
Flexion deformities of thumbs	None
Cold-induced muscle cramps	None
Reduced muscle fiber emerin	None
Muscle weakness, proximal, lower limbs	None
Proximal muscle weakness in lower limbs	None
Rectus femoris muscle atrophy	None
Atrophy of the rectus femoris muscles	None
Wasting of pec muscles	None
Pectoralis amyotrophy	None
Flexion contracture of the 2nd toe	None
Joint contractures of the 2nd toe	None
Weakness of long finger extensor muscles	None
Absent muscle fiber calpain-3	None
Fatigable weakness of swallowing muscles	None
Absent/small upper limb muscles	None
Absent/underdeveloped upper limb muscles	None
Aplasia/Hypoplasia involving the musculature of the upper limbs	None
Cold paresis	None
Skeletal muscle fibrosis	None
Upper limb muscle hypoplasia	None
Underdevelopment of upper limb muscles	None
Slowly progressive spastic quadriparesis	None
Type 1 muscle fiber atrophy	None
Anesthetic-induced rhabdomylosis	None
Limb-girdle muscular dystrophy	None
limb girdle muscular dystrophy	None
Thenar abnormality	None
Abnormality of the thenar eminence	None
Abnormality of mylohyoid muscle	None
Abnormality of the calf musculature	None
Abnormality of calf musculature	None
Abnormal calf muscles	None
Type 1 fibers relatively smaller than type 2 fibers	None
Frog-leg posture	None
Exercise-induced muscle fatigue	None
Perifascicular muscle fiber atrophy	None
Unilateral absence of pectoralis major muscle	None
Unilateral aplasia of pectoralis major muscle	None
Absent/small skeletal muscles	None
Absent/underdeveloped skeletal muscles	None
Aplasia/Hypoplasia involving the skeletal musculature	None
Jaw hyporeflexia	None
Mandibular hyporeflexia	None
Depletion of mitochondrial DNA in muscle tissue	None
Depletion of mitochondrial dna in skeletal muscle tissue	None
Aplasia of the left hemidiaphragm	None
Levator palpebrae superioris atrophy	None
Abnormality of the musculature of the pelvis	None
Abnormal morphology of the pelvis musculature	None
Congenital foot contraction deformities	None
Camptodactyly of finger	None
Permanent flexion of the finger	None
Camptodactyly of hands	None
Proximal interphalangeal finger joint contractures	None
Contractures of the proximal interphalangeal joints of the fingers	None
Camptodactyly of proximal interphalangeal joint	None
Flexion contractures of proximal interphalangeal joints	None
Fixed flexion at the elbow joint	None
Contractures of the elbows	None
Contractures of elbows	None
Elbow contracture	None
Elbow contractures	None
Contracture of elbow joint	None
Elbow flexion contracture	None
Elbow flexion contractures	None
Elbow flexion deformity	None
Opisthotonos	None
Opisthotonus	None
Progressive proximal muscle weakness	None
Muscle weakness, progressive, proximal	None
Spastic hemiplegia	None
Spastic hemiparesis	None
Episodic generalized hypotonia	None
Abnormality of platysma	None
Abnormality of the platysma muscle	None
Eventration of the diaphragm	None
Diaphragmatic eventration	None
Shoulder flexion contracture	None
Diaphragmatic hernia	None
Congenital diaphragmatic hernia	None
Scapular winging	None
Scapular weakness	None
Scapula alata	None
Winged scapulas	None
Winged shoulder blade	None
Winged scapulae	None
Congenital absence of gluteal muscles	None
Absent abdominal musculature	None
Aplasia of the abdominal wall musculature	None
Muscle stiffness	None
Ankle weakness	None
Abnormality of the foot musculature	None
