Inguinal hernia	HP:0000023
Ceruminous adenoma	None
Neoplasm of the ceruminal gland	None
Ceruminoma	None
Squared superior portion of helix	None
Vestibular saccular degeneration	None
Morphological abnormality of the lateral semicircular canal	None
Morphological abnormality of the horizontal semicircular canal	None
Vestibular ataxia	None
Vestibular areflexia	None
Prominent antihelix	None
Middle ear malformation	None
Morphological abnormality of the middle ear	None
Hearing defect	None
Congenital hearing loss	None
Hearing loss	None
Hypoacusis	None
Deafness	None
Congenital deafness	None
Hearing impairment	None
Devil ear	None
Satyr ear	None
Stenosis of the Eustachian tube	None
Severe conductive hearing impairment	None
Conductive hearing loss, severe	None
Diagonal earlobe crease	None
Abnormality of the crus of the helix	None
Abnormality of the crus of the ear	None
Mild conductive hearing impairment	None
Conductive hearing loss, mild	None
Enlarged semicircular canal	None
Dilated semicircular canal	None
Chondritis of pinna	None
Inflammation of cartilage of pinna	None
Otitis media with effusion	None
Fluid behind eardrum	None
Indented helix	None
Crimped helix	None
Helix, crimped	None
Aplasia/Hypoplasia of the tragus	None
Absent/small tragus	None
Absent/underdeveloped tragus	None
Malformed ossicles	None
Ossicular malformation	None
Abnormality of the middle ear ossicles	None
Small earlobe	None
Hypoplastic lobules	None
Hypoplastic earlobes	None
Small earlobes	None
Progressive hearing impairment	None
Progressive hearing loss	None
Prominent ear helix	None
Large helix	None
Moderate hearing impairment	None
Slit-like opening of the exterior auditory meatus	None
Absent stapes	None
Abnormal doll's eye reflex	None
Serpiginous crus of helix	None
Helix, crus, serpiginous	None
Auricular pit	None
Enlarged great longitudinal fissure	None
Enlarged interhemispheric fissure	None
Enlarged longitudinal cerebral fissure	None
Enlarged longitudinal fissure	None
Early chronotype	None
Early sleep onset	None
Hyperacusis	None
Nodular subcortical heterotopia in peritrigonal regions	None
Increased level of D-threitol in CSF	None
Increased level of D-threitol in cerebrospinal fluid	None
Generalized cerebral atrophy	None
Generalized brain atrophy	None
Diffuse brain atrophy	None
Generalized brain degeneration	None
Global brain atrophy	None
Brain aneurysm	None
Cerebral aneurysm	None
Dilatation of the cerebral artery	None
Intracranial aneurysm	None
Cerebral artery aneurysm	None
Impaired visuospatial constructive cognition	None
Underdeveloped pituitary gland	None
Anterior pituitary hypoplasia	None
Hypoplasia of the pituitary gland	None
Paraspinal neurofibromas	None
Dystonic gait	None
Abnormal electroencephalogram	None
Electroencephalogram abnormalities	None
EEG abnormality	None
Abnormal EEG	None
EEG abnormalities	None
Electroencephalogram abnormal	None
Cranial nerve paresis	None
Cranial nerve palsy	None
Cranial nerve palsies	None
Cranial nerve paralysis	None
Persistent repetition of actions	None
Sudanophilic leukodystrophy	None
Peripheral sensory axonal neuropathy	None
Sensory axonal neuropathy	None
Axonal sensory neuropathy	None
Optic ataxia	None
Poor motor coordination	None
Impaired social reciprocity	None
Alzheimer disease	None
Late-onset form of familial Alzheimer disease	None
Abnormal CSF A[beta]42 level	None
Abnormal CSF amyloid level	None
Peripheral amyelination	None
Motor deterioration	None
Progressive degeneration of movement	None
Pituitary acidophilic stem cell adenoma	None
Pineocytoma	None
Anterior basal encephalocele	None
Choking episodes	None
T2 hypointense thalamus	None
Subcortical heterotopia	None
Neurological speech impairment	None
Speech impairment	None
Speech impediment	None
Speech disorder	None
Reduced consciousness/confusion	None
Lowered consciousness	None
Disturbances of consciousness	None
Abnormal aggressive, impulsive or violent behavior	None
Aggressive/violent behavior	None
Hypoganglionosis	None
Spinal nerve root neurofibromas, symmetric, multiple	None
Symmetric spinal nerve root neurofibromas	None
Elevated gonadotropins	None
Increased circulating gonadotropin level	None
Elevated serum gonadotropins	None
Gonadotropin excess	None
Multifocal epileptiform discharges	None
Multifocal EEG abnormality	None
Hypnopompic hallucinations	None
Collectionism	None
Compulsive hoarding	None
Neuroblastic tumor	None
Orofacial dyskinesias	None
Orofacial dyskinesia	None
Diminished movement	None
Abnormality of the cerebellar peduncle	None
Phonophobia	None
Fear of loud sounds	None
Elevated brain N-acetyl aspartate level by MRS	None
Elevated brain N-acetyl aspartate level by magnetic resonance spectroscopy	None
Ganglioneuroma	None
EEG with generalized sharp slow waves	None
Enlarged brainstem	None
Communication delay	None
Expressive language delay	None
Deficit in expressive language	None
Abnormality of hippocampus morphology	None
Abnormal morphology of the hippocampus	None
Dilated third ventricle	None
Myoclonic absence	None
Myoclonic absences	None
Low self esteem	None
EEG with central sharp waves	None
Self-neglect	None
Impairment in personality functioning	None
Delayed peripheral myelination	None
Hypodipsia	None
Clumsiness	None
Elbow clonus	None
Senile gait	None
Cautious gait	None
Thalamic haemorrhage	None
Thalamic hemorrhage	None
Progressive truncal ataxia	None
Spina bifida cystica	None
Meningomyelocele	None
Myelomeningocele	None
Salaam seizures	None
West syndrome	None
Salaam convulsions	None
Epileptic spasms	None
Generalized-onset seizure	None
Generalized-onset seizures	None
Generalized seizures	None
Diffuse subcortical band heterotopia	None
Subcortical band heterotopia diffuse	None
Spinal neurofibromas	None
Sleep seizures	None
Nocturnal seizures	None
Frequent temper tantrums	None
Lewy bodies	None
Lewy body disease	None
Atypical absence seizures	None
Atypical absence seizure	None
Atypical petit mal seizures	None
Macroprolactinoma	None
Psychomotor developmental delay	None
Delayed cognitive development	None
Developmental delay	None
Delayed intellectual development	None
Delayed milestones	None
Psychomotor development deficiency	None
Developmental delay in early childhood	None
Developmental delay, global	None
Delayed developmental milestones	None
Psychomotor development failure	None
Lack of psychomotor development	None
Developmental retardation	None
Global developmental delay	None
Delayed psychomotor development	None
Delayed development	None
Psychomotor delay	None
Motor and developmental delay	None
Retarded psychomotor development	None
Retarded mental development	None
Retarded development	None
Mental and motor retardation	None
Cognitive delay	None
Inability to coordinate movements when walking	None
Gait ataxia	None
Ataxia of gait	None
Ataxic gait	None
Limb fasciculation	None
Limb fasciculations	None
EEG: generalised low amplitude activity	None
EEG with generalized low amplitude activity	None
Convulsive encephalopathy	None
Epileptic encephalopathy	None
EEG with temporal sharp slow waves	None
Hyporeflexia/areflexia in lower limbs	None
Hyporeflexia, lower limbs	None
Hyporeflexia of lower limbs	None
Hyporeflexia of the lower limbs	None
Hyporeflexia in lower limbs	None
Focal white matter lesions	None
Reduced brain creatine level by MRS	None
Reduced brain creatine level by magnetic resonance spectroscopy	None
EEG with generalized polyspikes	None
Laryngeal dystonia	None
Spasmodic dysphonia	None
Bilateral perisylvian polymicrogyria	None
Normal interictal EEG	None
Diffuse axonal swelling	None
Global developmental delay, profound	None
Psychomotor retardation, profound	None
Profound global developmental delay	None
Slurred speech	None
Edema of the basal ganglia	None
Oedema of the basal ganglia	None
Basal ganglia edema	None
Basal ganglia oedema	None
Posterior encephalocele	None
Brain tissue sticks out through back of skull	None
Occipital meningoencephalocele	None
Occipital encephalocele	None
Entrapment neuropathy of the ulnar nerve at elbow	None
Giant heterotopia	None
Curvilinear subcortical heterotopia	None
Enlarged thalamic volume	None
Pituitary resistance to thyroid hormone	None
Jerky head movements	None
Jerking head movements	None
Head jerking	None
Hyperactive deep tendon reflexes	None
Brisk deep tendon reflexes	None
Atrophy of the cerebellar vermis	None
Cerebellar vermis atrophy	None
Atrophy of cerebellar vermis	None
Long-segment aganglionic megacolon	None
Meningoencephalocele	None
Short corpus callosum	None
Lack of insight	None
Delayed motor development	None
Delayed early motor milestones	None
Delay in motor development	None
Motor developmental milestones not achieved	None
Motor developmental delay	None
Retarded motor development	None
Motor delay	None
Motor retardation	None
Delayed motor milestones	None
Locomotor delay	None
No development of motor milestones	None
Attention deficit disorder	None
Attention deficit-hyperactivity disorder	None
Attention deficit	None
Attention deficit hyperactivity disorder	None
Childhood attention deficit/hyperactivity disorder	None
Attention deficits	None
Involuntary movements	None
Involuntary muscle contractions	None
Obsessive-compulsive disorder	None
Obsessive-compulsive behavior	None
Obsessive compulsive disorder	None
OCD	None
Obsessive compulsive behavior	None
Absence of the third cerebral ventricle	None
Focal cortical dysplasia type IIa	None
Hypoplastic anterior commissure	None
Postural tachycardia	None
Orthostatic tachycardia	None
Gelastic seizures	None
Loss of ability to walk	None
Tomacula	None
Myelin tomacula	None
Neuroblastoma	None
Cancer of early nerve cells	None
High myoinositol in brain by MRS	None
High myo-inositol in brain by MRS	None
EEG with periodic abnormalities	None
EEG: periodic abnormalities	None
Abnormality of the neostriatum	None
Abnormal corpus striatum morphology	None
Abnormality of the striate nucleus	None
Abnormality of the striatum	None
Head stopped growing	None
Skull stopped growing	None
Cessation of head growth	None
Cranium stopped growing	None
Spinal meningioma	None
Parkinsonism with favorable response to dopaminergic medication	None
Favorable response to levodopa	None
Neurologic abnormalities	None
Brain and/or spinal cord issue	None
Abnormality of the nervous system	None
Neurological abnormality	None
Peripheral axonal degeneration	None
Decreased CSF homovanillic acid	None
Inability to walk	None
Non-ambulatory	None
Germinal matrix hemorrhage	None
Grade I preterm intraventricular hemorrhage	None
Cervical dystonia	None
Loxia	None
Wry neck	None
Torticollis	None
Spasmodic torticollis	None
Inability to produce voice sounds	None
Dysphonia	None
Focal T2 hypointense brainstem lesion	None
Focal polymicrogyria	None
Self hugging	None
Spasmodic upper-body squeeze	None
Subdural haematoma	None
Subdural hemorrhage	None
Inability to move	None
Paralysis	None
Balance impairment	None
Imbalance	None
Abnormal retropulsion test	None
Postural instability	None
Impaired vibratory sense	None
Decreased vibratory sense	None
Decreased vibration sense	None
Diminished vibratory sense	None
Impaired vibratory sensation	None
Abnormal putamen morphology	None
Tetraplegia/tetraparesis	None
Demyelinating motor neuropathy	None
Progressive neurodegeneration	None
Neurologic deterioration, progressive	None
Progressive neurologic deterioration	None
Worsening neurological symptoms	None
Progressive mental deterioration	None
Neurologic deterioration	None
Anterior hypopituitarism	None
Abnormal morphology of the cerebellar cortex	None
Lingual dystonia	None
Tongue dystonia	None
Hypersexuality	None
Sex addiction	None
Retinal striation	None
Hypermyelinated retinal nerve fibers	None
Abnormality of the bed nucleus of stria terminalis	None
Paroxysmal lethargy	None
Parietal meningocele	None
Hyperkinetic seizures	None
Small basal ganglia	None
Neuroendocrine neoplasm	None
Neuroendocrine neoplasia	None
Abnormal social behavior	None
Abnormal social behaviour	None
Abnormal social interactions	None
Moderate mental retardation	None
IQ between 34 and 49	None
Moderate mental deficiency	None
Mental retardation, moderate	None
Intellectual disability, moderate	None
EEG with generalized spikes	None
Stereotypical body rocking	None
EEG with generalized slow activity grade 1	None
Abnormality of the spinal cord	None
Spinal cord disease	None
Spinal cord pathology	None
Transmantle columnar heterotopia	None
