Inguinal hernia	HP:0000023
Low-set, posteriorly rotated ears	None
Low-set posteriorly rotated ears	None
Progressive high-frequency hearing loss	None
Progressive high frequency hearing loss	None
High-frequency deafness	None
High-frequency hearing impairment	None
High frequency hearing loss	None
Hearing loss, high-frequency	None
Thickened ears	None
Moderate sensorineural hearing impairment	None
Moderate neural deafness	None
Vestibular saccular degeneration	None
Abnormality of the ear	None
Ear anomaly	None
Morphological abnormality of the lateral semicircular canal	None
Morphological abnormality of the horizontal semicircular canal	None
Severe conductive hearing impairment	None
Conductive hearing loss, severe	None
Bilateral acoustic neuromas	None
Bilateral vestibular Schwannoma	None
Fleshy upturned lobules	None
Lobe, uplifted	None
Uplifted earlobe	None
Upturned earlobe	None
Upturned earlobes	None
Uplifted earlobes	None
Underdeveloped helices	None
Hypoplastic helices	None
Absence of the reflex of the tensor tympani muscle	None
Low-frequency hearing loss	None
Abnormality of the vestibular nerve	None
Basalioma of the outer ear	None
Thick helix	None
Thickened helices	None
Posterior wedging	None
Congenital earlobe sinuses	None
Notched helix	None
Notching of the ear helix	None
Cleft helix	None
Dilated vestibule of the inner ear	None
Aplasia of the middle ear ossicles	None
Absent middle ear bones	None
Absent middle ear ossicles	None
Morphological abnormality of the saccule	None
Profound hearing impairment	None
Cystic lesions of the pinnae	None
Otosclerosis	None
Stapedial abnormalities	None
Abnormality of the stapes	None
High frequency sensorineural hearing impairment	None
High-tone sensorineural deafness	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural hearing impairment	None
Obstruction of Eustachian tube	None
Blocked Eustachian tube	None
Enlarged tragus	None
Large tragus	None
Tragus, prominent	None
Hyperplastic tragus	None
Prominent tragus	None
Hypertrophic tragus	None
Unilateral vestibular Schwannoma	None
Abnormality of auricular lobule	None
Abnormality of ear lobe	None
Abnormal lobe of ear	None
Abnormality of lobulus auriculae	None
Abnormal earlobe	None
Abnormality of earlobe	None
Aplasia of the vestibule	None
Absent vestibule	None
Underdeveloped ear cartilage	None
Hypoplasia of the ear cartilage	None
Adenoma of the ceruminous gland	None
Ceruminous adenoma	None
Neoplasm of the ceruminal gland	None
Ceruminoma	None
Moderate hearing impairment	None
Superiorly displaced ears	None
High set ears	None
Small semicircular canal	None
Hypoplasia of the semicircular canal	None
Hypoplasia of the semicircular canals	None
Absent auditory canals	None
Atretic auditory canals	None
External acoustic meatus atresia	None
External auditory meatus atresia	None
Atresia of the external auditory canals	None
External auditory canal atresia	None
Atretic external auditory canal	None
Absent external auditory canals	None
Atretic external auditory canals	None
External auditory meatal atresia	None
Auditory canal atresia	None
Atretic auditory canal	None
Atresia of the external auditory canal	None
Absent ear canal	None
Poor speech discrimination	None
Abnormal speech discrimination	None
Aplasia of the semicircular canal	None
Absent semicircular canal	None
Abnormality of the crus of the helix	None
Abnormality of the crus of the ear	None
Abnormal cochlea morphology	None
Abnormality of cochlea	None
Abnormality of inferior crus of antihelix	None
Abnormality of anterior crus of antihelix	None
Aplasia/Hypoplasia of the middle ear	None
Absent/small middle ear	None
Hypoplastic/aplastic middle ear structures	None
Absent/underdeveloped middle ear	None
Middle ear hypoplasia/aplasia	None
Middle ear abnormality	None
Middle ear abnormalities	None
Abnormality of the middle ear	None
Squared superior portion of helix	None
Unilateral external ear deformity	None
Deformed external ear on one side	None
Synotia	None
Hearing abnormality	None
Abnormal hearing	None
Abnormal vestibulo-ocular reflex	None
Abnormal vestibuloocular reflex	None
Devil ear	None
Satyr ear	None
Persistent stapedial artery	None
Abnormality of the antihelix	None
Abnormal antehelix	None
Abnormal anthelix	None
Abnormal antihelix	None
Severe deafness	None
Severe hearing impairment	None
Severe hearing loss	None
Hearing loss, conductive	None
Conductive hearing impairment	None
Conductive deafness	None
Conductive hearing loss	None
Conduction deafness	None
Hyperplastic antihelix stem	None
Hypertrophic antihelix stem	None
Prominent stem of antihelix	None
Quelprud nodule	None
Cochlear malformation	None
Abnormality of the incus	None
Underdeveloped cochlea	None
Hypoplasia of the cochlea	None
Hypoplastic cochlea	None
Hypoplastic pinna	None
Bilateral microtia	None
Microtia	None
Underdeveloped ears	None
Hypoplastic ears	None
Hypoplasia of the external ear	None
Small ears	None
Small pinnae	None
Abnormally folded helix	None
Morphological abnormality of the anterior semicircular canal	None
Abnormal number of tubercles	None
Morphological abnormality of the nerves of the inner ear	None
Type II cryptotia	None
Type 2 cryptotia	None
Slit-like opening of the exterior auditory meatus	None
Unilateral conductive hearing impairment	None
Incomplete partition of the cochlea	None
Low-frequency sensorineural hearing impairment	None
Low-frequency sensorineural hearing loss	None
Aplasia/Hypoplasia of the tragus	None
Absent/small tragus	None
Absent/underdeveloped tragus	None
Dizziness	None
Vertigo	None
Dizzy spell	None
Cutaneous stenosis of the external auditory canal	None
Forward facing earlobe	None
Lobe, forward facing	None
Progressive hearing impairment	None
Progressive hearing loss	None
Polyotia	None
Hypoplasia of cranial nerve VIII	None
Hypoplasia of the eighth cranial nerve	None
Thin vestibular nerve	None
Hypoplasia of the vestibular nerve	None
Crumpled ear	None
Prominent superior crus of antihelix	None
Hyperplastic superior crus of antihelix	None
Hypertrophic superior crus of antihelix	None
Extra concha fold	None
Concha, Extra Fold	None
Abnormal middle ear reflexes	None
Abnormal inner ear epithelium morphology	None
Low-grade adenocarcinoma of endolymphatic sac origin	None
Endolymphatic sac tumor	None
Aggressive papillary middle ear tumor	None
Heffner tumor	None
Vestibular dysfunction	None
Interictal vestibular dysfunction	None
Impaired vestibular function	None
Vestibular function defect	None
Absent internal auditory canal	None
Absent eustachian tube	None
Aplasia of the Eustachian tube	None
Hyperplastic helix crus	None
Hypertrophic helix crus	None
Prominent crus of helix	None
Helix, crus, prominent	None
Abnormal prominence of the crus of the ear	None
Excessive cerumen	None
Multiple episodes of otitis media	None
Otitis media, recurrent	None
Recurrent middle ear infection	None
Recurrent episodes of otitis media	None
Susceptibility to otitis media	None
Frequent otitis media	None
Recurrent otitis media	None
Abnormality of the reflex of the tensor tympani muscle	None
Lop ear	None
Calcification of the auricular cartilage	None
Petrified ear	None
Ear cartilage calcification	None
Ossification of pinnae	None
Cartilaginous ossification of pinnae	None
Narrow internal auditory canal	None
Absent/small inner ear	None
Aplasia/Hypoplasia of the inner ear	None
Absent/underdeveloped inner ear	None
Poorly folded helices	None
Underfolded helix	None
Hypertrophic inferior crus of antihelix	None
Prominent inferior crus of antihelix	None
Hyperplastic inferior crus of antihelix	None
Antihelix, inferior crus, prominent	None
Hypoplasia of the crus of the ear	None
Underdeveloped crus of the ear	None
Underdeveloped crus of the helix	None
Dilatated internal auditory canal	None
Enlarged internal auditory canal	None
Bulbous internal auditory canal	None
Hearing defect	None
Congenital hearing loss	None
Hearing loss	None
Hypoacusis	None
Deafness	None
Congenital deafness	None
Hearing impairment	None
Absent antihelix	None
Mondini malformation	None
Incomplete partition of the cochlea type II	None
Aplasia of the eighth cranial nerve	None
Aplasia of cranial nerve VIII	None
Absent the eighth cranial nerve	None
Absent cranial nerve viii	None
Aplasia of the vestibular nerve.	None
Absent vestribular nerve	None
Protruding ear	None
Prominent ear	None
Protruding ears	None
Prominent ears	None
Microtia, second degree	None
Mini ear	None
Shell ear	None
Cockleshell ear	None
Severe cupped ear, type III	None
Ear, grade II dysplasia	None
Constricted helix type IV	None
Snail ear	None
Bilateral conductive hearing loss	None
Bilateral conductive deafness	None
Bilateral conductive hearing impairment	None
External auditory canal stenosis	None
Narrow ear canal	None
Narrow auditory canals	None
Stenosis of the external auditory canal	None
Narrowing of passageway from outer ear to middle ear	None
Narrow external auditory meatus	None
Narrow external auditory canals	None
Stenotic external auditory canal	None
Ear hair	None
Long hairs growing from helix of pinna	None
Long hairs growing from helix of ear	None
Cholesteatoma	None
Small earlobe	None
Hypoplastic lobules	None
Hypoplastic earlobes	None
Small earlobes	None
Absent/underdeveloped external ear	None
Absent/small external ear	None
Aplasia/Hypoplasia of the external ear	None
Mixed hearing impairment	None
Mixed hearing loss	None
Hearing loss, mixed	None
Abnormality of the helix	None
Helix abnormal	None
Abnormal helices	None
Paroxysmal vertigo	None
Linear earlobe crease	None
Absence of acoustic middle ear muscle reflexes	None
Absent middle ear reflexes	None
Absence of acoustic reflex	None
Enlarged semicircular canal	None
Dilated semicircular canal	None
Auditory canal abnormality	None
Abnormality of the auditory canal	None
Spock ear	None
Third crus	None
Vulcan ear	None
Additional crus	None
Stahl ear	None
Underdeveloped tragus	None
Hypoplastic tragus	None
Small tragus	None
Hypotrophic tragus	None
Otitis media with effusion	None
Fluid behind eardrum	None
Abnormality of the cochlear nerve	None
Absent crus of helix	None
Helix, crus, absent	None
Pulsatile tinnitus	None
Earlobe crease	None
Anterior creases of earlobe	None
Transverse earlobe creases	None
Morphological abnormality of the posterior semicircular canal	None
Buried ear	None
Cryptotia	None
Hidden ear	None
Aplasia/Hypoplasia of the cochlea	None
Absent/underdeveloped cochlea	None
Absent/small cochlea	None
Osseous atresia of the external auditory canal	None
Hypotrophic inferior crus of antihelix	None
Hypoplastic inferior crus of antihelix	None
Underdeveloped inferior crus of antihelix	None
Antihelix, inferior crus, underdeveloped	None
Impairment of the reflex of the tensor tympani muscle	None
Large fleshy ears	None
Crus of helix connected to antihelix	None
Helix, crus, connected to antihelix	None
Absent inner ear	None
Aplasia of the labyrinth	None
Labyrinthine aplasia	None
Michel deformity	None
Aplasia of the inner ear	None
Cleft earlobe	None
Thin ear helix	None
Indented helix	None
Crimped helix	None
Helix, crimped	None
External ear position defect	None
Abnormal location of ears	None
Helix, crus, tragal bridge	None
Tragal bridge of crus of helix	None
Underfolded superior helices	None
Mid-frequency hearing loss	None
Round ear	None
Hypertrophic auricular cartilage	None
Vestibular ataxia	None
Vestibular areflexia	None
Congenital stapes ankylosis	None
External ear malformation	None
Morphological abnormality of the utricle	None
Stapes ankylosis	None
Neoplasia of the middle ear	None
Middle ear tumor	None
Neoplasm of the middle ear	None
Cutaneous atresia of the external auditory canal	None
Auricular pit	None
Neoplasm of the outer ear	None
Outer ear tumor	None
Prelingual sensorineural hearing impairment	None
Deafness, sensorineural, prelingual	None
Prelingual sensorineural deafness	None
Horizontal crus of helix	None
Horizontal orientation of the ear crus	None
Horizontal orientation of the crus of helix	None
Helix, crus, horizontal	None
Exostosis of the external auditory canal	None
External auditory canal exostoses	None
